id,title
4441,"Rozgan, Spiral and Farah: Check post victory, 3 tanks destroyed, 13 personnel killed, 10 arrested"
4445,"Operations and invitations, 21 killed and wounded, 21 surrendered"
4446,"Faryab and Helmand: Invitation chain, seven fighters surrender"
4447,"Rozgan and Zabul: check posts conquered, 3 tanks destroyed, 33 forces killed and wounded"
4448,"Herat, Faryab and Helmand: Raid failed, check post conquered, 14 personnel including commander killed"
4449,"60 armed soldiers including commanders surrendered, 5 tanks destroyed, 16 killed"
4450,"Operations and Conquests: Enemy Escape, Conquest Centers, 12 Tanks Destroyed, Dozens Killed, Enough Loot"
4452,"Farah, Faryab and Zabul: Invitation chain, 3 officers surrendered"
4483,"Violent clashes, victories, destruction of tanks, 30 killed, loot"
4484,"Military terror continues, looting, destruction, 10 martyrs and wounded"
4485,"Brief introduction of the members of the Inter-Afghan Negotiation Team / Abdul Manan Omari"
4486,"Brief introduction of the members of the Inter-Afghan Negotiation Team / Abdul Salam Hanafi"
4487,"Attacks and invitations, enemy escape, 9 killed and wounded, 22 surrendered"
4491,"Military airstrikes, 2 martyred, 9 injured, mosques destroyed"
4492,"Conquests, enemy escape, 21 killed including commanders, booty"
4494,"Commission for Invitation and Guidance, 67 security personnel surrender"
4496,"Herat: Car bomb blast in Mandalam, dozens killed, 8 tanks destroyed, 7 looted"
4497,"Herat, Zabul and Uruzgan: Enemy escapes, check posts conquered, 13 personnel killed and wounded"
4498,"Badghis, Helmand and Herat: Invitation chain, 4 personnel surrendered"
4499,"US drone strikes kill 32, including women and children"
4500,"Operations and invitations, 7 killed including commander, 25 surrendered"
4501,"Al-Fatah operation: Center collapsed, dozens killed and injured, including officials"
4502,"Zabul, Helmand and Badghis: Invitation chain, 3 officers surrendered"
4506,"Helmand: Al-Fatah Operation: Check Post Fateh, 6 killed, weapons looted"
4531,"Helmand: Invitation chain, 2 officers surrendered"
4532,"Helmand, Zabul and Badghis: 3 officials surrender"
4533,"Mujahideen operation: District chairman council killed, 4 officials arrested"
4537,"Helmand and Farah: Invitation series, 3 police surrenders"
4541,"Helmand: American bomber, several shops destroyed"
4542,"Faryab and Uruzgan: Invitation chain, 4 personnel surrendered"
4550,"Helmand, Faryab and Zabul: Invitation chain, seven officials surrender"
4551,"Faryab and Ghor: Military brutality, child injured"
4558,"Laser gun attacks, explosions, tanks destroyed, 3 commandos killed"
4559,"Spiral, Herat and Farah: Invitation chain, 8 personnel surrendered"
4560,"Faryab: Mujahideen&#39;s claim of being martyred and wounded is baseless"
4561,"Faryab: Military brutality, 2 mosques martyred, 2 houses demolished"
4566,"Badghis and Zabul: operation, tank destroyed, 6 personnel killed"
4567,"Faryab: Invitation chain, fighters surrender"
4568,"Attack repulsed, tank destroyed, 2 commandos killed, 5 wounded"
4569,"Faryab, Herat and Nimroz: Invitation chain, seven officials surrender"
4591,"Martyrdom attack on Balkh Commando Unit, 61 killed, destruction"
4592,"Ghor and Kandahar: Mujahideen operation, 3 outposts conquered, 27 personnel killed and wounded"
4593,"Attacks on forces, 4 tanks destroyed, 24 killed and wounded, 7 surrendered"
4594,"Herat, Helmand and Badghis: Invitation chain, five officials surrender"
4596,"Badghis and Kandahar: Tactical bomb blast, towers destroyed, Commander Brittor killed"
4603,"Helmand: Invitation chain, 2 police surrenders"
4605,"Military terror, 10 martyred and injured including women and children"
4606,"Faryab: Military brutality, a civilian martyr"
4607,"Balkh, military attacks repulsed, tanks destroyed, 4 killed and wounded"
4609,"Helmand: Invitation series, well-known Commander Abdul Ghaffar Surrender"
4610,"Kandahar and Helmand: Mujahideen operation, 3 outposts conquered, 27 personnel killed, enough booty"
4611,"Faryab: Enemy's claim baseless, 20 personnel killed and injured"
4612,"Herat: Mujahideen operation, dacoit including motorcycle arrested"
4614,"Herat and Faryab: Invitation chain, 3 personnel surrendered"
4615,"Soldiers flee checkpoints, two officers killed, 21 surrendered"
4621,"Helmand: Invitation chain, police surrender"
4624,"Faryab: Enemy&#39;s claim is fabricated, military brutality, women and children martyred"
4625,"Kandahar and Nimroz: Invitation series, 2 officers surrendered"
4626,"Helmand and Sarpal: Invitation chain, 4 personnel surrendered"
4627,"Ghor: Military brutality, 2 children injured"
4628,"Khost, Paktika and Paktika, hundreds of families joined Mujahideen"
4639,"Blasts in Laghman and Paktia, tanks destroyed, 5 killed"
4643,"Helmand: Military brutality, 4 children martyred and injured"
4646,"Baghlan and Paktika, tanks and outposts destroyed, 7 killed and injured"
4652,"Zabul: Mujahideen operation, 4 dacoits arrested"
4653,"Faryab and Helmand: Military brutality, houses collapsed, woman martyred"
4656,"Badghis and Herat: Invitation chain, 2 officers surrendered"
4657,"Attack on commando and army, enemy escaped, 3 killed and wounded"
4658,"Faryab and Zabul: Five civilians, including women and children, were martyred and wounded"
4660,"Military mortar shells destroy house, injure 2 children"
4661,"Nangarhar and Maidan, 2 killed including commando, one surrendered"
4662,"Nimroz and Helmand: Attack and explosion, tank destroyed, 3 personnel killed"
4664,"Consideration: Invitation chain, fighter surrender"
4665,"Mujahideen attack, 6 killed including commander, police chief injured"
4673,"Military bombardment and air strikes, 3 women martyred"
4678,"Enemy clashes, 4 killed including commander, 2 surrendered"
4682,"Mujahideen attacks and invitations, 8 killed, 4 surrendered"
4683,"Faryab: Attacks on protesters and houses, 6 injured"
4695,"Military brutality, 6 martyrs and wounded, including a woman"
4714,"Mujahideen attack kills 14 including commando officer"
4715,"129 security personnel of Kabul administration surrender in Kunduz"
4718,"Mujahideen graduated from Saad bin Abi Waqas camp"
4723,"Mujahideen and police attacks, 8 killed, 10 surrendered"
4727,"Badghis, Faryab, Commander killed, 12 officers surrendered"
4728,"Conquests, 25 killed, including commanders, 3 captured, booty"
4729,"Kunduz: Enemy escapes from check posts, airstrike injures 4 civilians"
4731,"Outpost conquered, 3 tanks destroyed, 2 soldiers arrested, 6 killed, enough booty"
4734,"Ghazni: Outposts seized, 25 killed, including commander, looted"
4735,"13 martyred and injured, including children and women, in air strikes"
4736,"Rozgan, Helmand and Sarpul: Invitation chain, 4 personnel surrendered"
4743,"Spiral: Military brutality, seven civilians martyred and wounded"
4748,"Faryab: Invitation chain, 2 military surrenders"
4756,"Nimroz and Helmand: Mujahideen operation, one soldier, 2 dacoits arrested"
4762,"Ghor Wafaryab: Invitation series, 9 personnel surrendered"
4763,"24 security personnel surrender in Paktia and Badakhshan"
4764,"Maidan and Kapisa, attacks on troops, 7 killed and wounded"
4765,"Outpost conquered, 54 surrendered including high officials, 11 killed, looted"
4768,"Faryab and Surpul: Invitation chain, 3 personnel surrendered"
4769,"Helmand: Tactical unit collapsed, 2 tanks destroyed, 22 killed including commanders"
4770,"Military land and air strikes, 11 martyred and wounded, including women"
4773,"Baghlan and Maidan air strikes, vehicle destroyed, 6 children injured"
4774,"Rozgan: Enemy escape, outpost conquest, police surrender"
4781,"Badghis, Herat and Faryab: Invitation chain, seven officials surrender"
4782,"Baghlan and Ghazni military brutality, 5 injured including children, one martyr"
4784,"Attacks and invitations, two tanks destroyed, ineffective drugs burned"
4785,"Herat and Zabul: Mujahideen operation, 4 dacoits arrested"
4789,"Zabul: Attack on military convoy, 3 tanks and vehicles destroyed, 18 personnel killed and injured"
4790,"Herat: Mujahideen operation, dacoit arrested"
4791,"Helmand and Zabul: Military brutality, 3 civilian martyrs, cash theft"
4792,"Badghis and Herat: Invitation chain, 4 personnel surrendered"
4793,"Nimroz and Kandahar: Mujahideen operation, tyrant commander killed"
4794,"Zabul and Farah: Military brutality, 9 civilians including children martyred and wounded"
4796,"Martyrdom attack on Samangan intelligence center, 70 killed and injured"
4797,"Ghor: Mujahideen attack, check post conquered, 3 tanks destroyed, weapons looted"
4798,"Spiral: Invitation chain, fighter surrender"
4799,"Samangan martyrdom attack, 119 personnel killed and injured / Photos"
4803,"Badakhshan and Kunduzchukia Fatah, 25 کLak, enough trophies"
4805,"Ghor: Mujahideen operation, soldier arrested"
4806,"Kandahar, Rozgan Wadai Kundi: Enemy escapes, 12 conquest centers, 10 tanks destroyed, enough loot"
4807,"Attack on Ghazni and Paktika police and soldiers, vehicles destroyed, 2 killed"
4808,"Jawzjan, civilian martyred in military firing"
4809,"Al-Amara Studio Staff Visits Hospital / Photo Highlights"
4811,"Kandahar, Rozgan and Nimroz: Enemy escapes, 6 key centers conquered, tanks destroyed, casualties"
4812,"Badghis and Ghor: Invitation series, 6 personnel surrendered"
4813,"Faryab, Badghis and Helmand: Invitation chain, 6 personnel surrendered"
4814,"Maidan, Paktia and Badakhshan, vehicle destroyed, 2 killed, 2 surrendered"
4815,"Kapisa: Attack on Bazaar injures 3 civilians"
4818,"Military raids, woman, child martyred, 2 injured"
4819,"Baghlan and Logar, clashes and attacks, 4 killed"
4820,"Zabul-Herat: Operation, 3 killed including commander, 6 arrested"
4821,"Kandahar, Badghis and Uruzgan: Invitation chain, 10 personnel surrendered"
4823,"Zabul and Helmand: Military brutality, collapsed mosque, 13 worshipers martyred and injured"
4824,"Badghis Uruzgan: Invitation chain, 2 personnel surrendered"
4825,"Kandahar: Car bomb blast, police headquarters destroyed, 20 killed, including senior officials"
4826,"Attack blasts, robbers arrested, 3 tanks destroyed, 10 killed including officials"
4827,"Operations, 16 killed, including police chief"
4828,"Helmand and Herat: Attack on military convoy, 2 vehicles destroyed, police chief killed"
4829,"500 families in Badakhshan announce support for Mujahideen"
4832,"Zabul: Mujahideen operation, 4 commandos arrested"
4833,"Spiral: Invitation chain, fighter surrender"
4834,"Operations and invitations, enemy escaped, 7 killed, 6 surrendered"
4835,"Badghis and Zabul: Bomber, girl martyred"
4837,"Rozgan and Faryab: Invitation chain, 4 personnel surrendered"
4839,"62 security personnel surrender in Balkh and Baghlan"
4841,"5 women injured in Balkh shelling"
4842,"Helmand and Badghis: Enemy escape, conquest of vast area, vehicle loot"
4843,"Herat, Helmand and Badghis: Invitation chain, five personnel including commander surrender"
4845,"Helmand and Kandahar: Attack and blast, 2 killed"
4846,"Herat: Attack on convoy, 11 tanks destroyed, 32 killed including police chief"
4848,"Helmand: Military brutality, 2 civilians martyred, car and cash stolen"
4849,"Kandahar: Coordinator Mujahideen operation, 2 personnel injured"
4850,"Khost, Nangarhar and Ghazni, enemy escaped, 5 surrendered"
4851,"Herat: Mujahideen operation, 2 dacoits arrested"
4852,"Ghor: Mujahideen shot down a spy plane"
4855,"Invitations and attacks, 5 killed including officer, 7 surrendered"
4856,"Violation of agreement, 7 civilians martyred"
4857,"Military terror, mosques collapsed, 4 children injured"
4860,"Mujahideen operations, 10 soldiers killed, 4 dacoits arrested"
4861,"Zabul, Herat and Badghis: Enemy escapes, district center Vachukian Fateh, 4 personnel arrested"
4863,"Badghis, Farah and Helmand: Invitation chain, 3 officers surrendered"
4865,"Nimroz, Badghis and Uruzgan: Tanks destroyed, 2 personnel arrested"
4866,"Zabul: Invitation chain, 4 personnel surrendered"
4868,"Logar and Paktika military brutality, 2 martyred including children, 6 injured"
4869,"Attacks in Paktia, Azni, Laghman and Paktika, 6 soldiers killed"
4870,"Jawzjan bloody battle, 13 tanks destroyed, 44 killed, 6 arrested, loot"
4872,"Faryab, Helmand and Nimroz: Bomb blast, 2 tanks destroyed, 6 personnel surrendered"
4874,"Rozgan: Mashana operation, police chief (Shah Mohammad Shah) killed"
4877,"Faryab: Sniper gun attack kills police chief (Shah Mohammad)"
4878,"Helmand: Military Horror: Hundreds of civilians, including children, were martyred and wounded"
4879,"Rozgan, Kandahar and Faryab: Laser gun attack, police chief killed"
4881,"Spiral: Mujahideen's claim of being martyred and wounded is baseless"
4883,"Zabul, Dai Kundi, Herat: Operation: 4 outposts conquered, 5 personnel killed, 4 surrendered"
4884,"Baghlan, Ghazni and Laghman attacks, tank vehicles destroyed, 3 killed"
4887,"Rozgan: Mujahideen attack, tyrant commander killed"
4888,"Faryab and Badghis: Invitation chain, 3 personnel surrendered"
4890,"Military escape from the center, 12 killed and wounded, 10 surrendered, one arrested"
4891,"Military brutality, 11 martyred and injured including women and children, 3 arrested"
4893,"Invitation chain, 4 surrenders including provincial council member"
4896,"Military brutality continues, 9 martyred and injured including women"
4897,"Enforcement of boundaries, 23 surrenders including commander, enemy escaped, 5 killed"
4899,"Seizure of check posts, 13 soldiers killed, 7 arrested, 2 surrendered, booty"
4900,"Military brutality, extreme cruelty, two civilian martyrs"
4901,"Military brutality, 5 martyrs including woman, children, 5 injured"
4902,"Security forces escape from check posts, 9 personnel surrender"
4903,"Kunduz and Paktia attacks, tanks destroyed, 4 soldiers killed"
4904,"Mujahideen and liaison officer attack, 23 killed, vehicles seized"
4905,"Invitation chain, 18 security personnel surrendered"
4906,"Invitations and operations, 32 surrendered including commander, officer killed, arrested"
4908,"Kapisa, Maidan and Ghazni, tanks destroyed, 3 killed, 4 surrendered"
4909,"2 civilians injured in Paktia mortar shells"
4911,"Enemy escapes from Zabul district center and outposts, casualties"
4912,"Military brutality, room set on fire, one martyr, 2 arrested"
4913,"Attack repulsed, 14 killed, including commander, surrendered, arrested"
4914,"Badakhshan, militant attack repulsed, 3 killed and wounded"
4915,"56 security personnel surrender in Balkh and Kunar"
4917,"Military brutality continues, 9 martyred including students, 9 injured"
4918,"Invitation chain, 83 security personnel surrendered including tank weapons"
4920,"Badghis, Sar-e-Pul-e-Helmand: Invitation Series: Five Officers Surrender"
4922,"Herat and Farah: Invitation chain, 3 personnel surrendered"
4924,"Helmand and Farah: Mujahideen operation, enemy escaped, tyrant commander killed"
4925,"Badghis, Rozgan and Farah: Invitation chain, 12 surrendered including arms"
4926,"Latest: Mujahideen shot down a military helicopter"
4927,"Liaison officer attacked, 9 killed, killer arrested, 13 surrendered"
4928,"Jawzjan, military bases conquered, 18 killed, 11 arrested, booty"
4929,"Nimroz and Kandahar: Laser gun attack, 4 personnel killed"
4930,"Clashes and invitations, 17 commandos killed, 12 surrendered including the commander"
4931,"Military attack on wedding ceremony and population, 4 martyred, 9 injured"
4932,"Faryab: Invitation chain, a military surrender"
4934,"Faryab and Zabul: Laser gun attack, five killed, weapons looted"
4935,"Military terror: theft of valuables, more than 200 shops destroyed, civilians martyred and injured"
4936,"Badghis and Herat: Invitation chain, 3 surrendered including commander"
4937,"Kandahar: Operation: Chowki Fateh, 4 personnel killed, weapons looted"
4940,"Mujahideen attacks, 8 killed including commanders, 8 surrendered"
4941,"Military terror continues, 3 martyred including woman, 15 injured"
4942,"Invitations continue, 37 personnel surrender with arms"
4943,"Helmand and Badghis: Invitation chain, 2 officers surrendered"
4944,"Military terror, 3 martyred including children, 2 injured"
4947,"Operations and invitations, 22 soldiers released, 7 surrendered, 3 killed"
4951,"Khost: Two women, a girl injured in military shelling"
4952,"Herat, Rozgan Kandahar: Enemy Escape, Outpost Conquest, Killings"
4953,"Badghis, Herat and Uruzgan: Invitation chain, 6 personnel surrendered"
4955,"Invasion and attack, 7 tanks destroyed, 9 killed, 31 surrendered"
4956,"Chowki Fateh, 8 killed including commander, 2 arrested, 9 surrendered, booty"
4960,"Zabul: Sniper gun attack, 2 killed"
4961,"Faryab: Invitation chain, 4 personnel surrendered"
4963,"Herat and Badghis: Invitation chain, 4 personnel surrendered"
4965,"Helmand: Bomb blast, tank destroyed, 8 killed"
4966,"Chowki Fateh, 5 including district chief and commander killed, loot"
4968,"Badghis and Faryab: Invitation chain, 3 fighters surrender"
4969,"Zabul: Mujahideen attack, check post victory, deaths"
4974,"Maidan and Nuristan, tanks destroyed, 3 killed, commander surrendered"
4976,"Helmand and Nimroz: Attack on supply convoy, tank and Kamaz vehicle destroyed, deaths"
4978,"Officer killed, two tanks destroyed, 35 security personnel surrendered"
4979,"Farah and Ghor: Invitation chain, 4 personnel surrendered"
4980,"Dai Kundi and Helmand: Military brutality, 4 civilians including Pesh Imam martyred and wounded"
4981,"Mujahideen operation: 11 killed, 2 arrested"
4983,"Herat and Badghis: Invitation chain, 9 personnel surrendered"
4984,"Mujahideen attacks kill 11 including commanders"
4985,"Rozgan: Sniper gun attack, soldier killed"
4986,"Ghor, Faryab and Farah: Invitation chain, 4 personnel surrendered"
4987,"Zabul-Herat: Mujahideen operation, 4 tanks and vehicles destroyed, 26 personnel killed"
4988,"Ghor and Badghis: Invitation chain, five officials surrender"
4989,"Mujahideen attacks, invitations, 5 killed, one arrested, 6 surrendered"
4990,"Ghazni Fuji Horror, 4 women and a man martyred and wounded"
4992,"Invitations and attacks, 4 killed including police chief, 56 surrendered"
4993,"Nimroz, Herat, Faryab and Ghor: Invitation chain, 4 personnel surrendered"
4994,"Herat: Mujahideen operation, 2 officials arrested"
4996,"Military terror, houses destroyed, 3 children including 2 women injured"
4997,"Invitation chain, 21 personnel including two commanders surrendered"
5000,"Herat, Ghor and Badghis: Invitation chain, 11 officials including tribal leaders surrendered"
5002,"Herat and Ghor: Mujahideen operation, check post destroyed, soldiers arrested"
5004,"Lasergun attacks on Paktia soldiers, Al-Amara video report"
5005,"2 killed, 73 surrendered, including ISIS commander"
5011,"Paktia, outposts destroyed, 14 killed, one arrested, loot"
5013,"Farah Wahrat: Invitation chain, 8 personnel surrendered including vehicle and weapons"
5015,"Zabul and Uruzgan: Enemy bomber, seven civilians including children martyred and wounded"
5017,"Invitation series: 8 personnel surrendered with weapons"
5019,"Helmand and Nimroz: Liaison Mujahid attack, commander killed"
5021,"Conquests and invitations, 14 killed including commander, booty, 53 surrendered"
5023,"Kandahar and Zabul: Invitation chain, 2 officers surrendered"
5024,"Rozgan Wafrah: Invitation series, 3 policemen surrendered"
5025,"Military terror continues, 35 houses destroyed, civilians martyred and injured"
5026,"Herat: Mujahideen operation, officer arrested"
5027,"Rozgan Vehrat: Bomber raids, houses demolished, gold and cash stolen"
5028,"Herat: Invitation chain, 3 personnel surrendered"
5029,"Zabul, Badghis and Farah: Attacks and explosions, 6 killed and wounded"
5030,"Faryab: Invitation chain, fighters surrender"
5032,"Mujahideen attack, 4 tanks destroyed, 6 killed including officer"
5033,"Jawzjan, air strike, 7 martyrs including women and children"
5035,"Helmand: Military brutality, 3 civilians including women martyred and wounded"
5036,"Mujahideen attacks: Tanks and vehicles destroyed, 6 killed"
5037,"Invitation series: 300 families declare allegiance"
5038,"Herat and Kandahar: Operation: Four tanks destroyed, 23 personnel killed and injured"
5039,"Herat: Operation of Coordinator Mujahid, looting of weapons"
5040,"Military terror, 31 people including women martyred and injured"
5043,"Badghis-e-Ghor and Nimroz: Invitation chain, five officials surrendered"
5044,"Attacks and invitations, enemy escape, 4 tanks destroyed, 8 surrendered, killed"
5045,"Military brutality, mosque, boat destroyed, 20 martyred and injured including women and children"
5046,"Helmand: Military brutality, woman injured"
5049,"Mujahideen attack, victory center, 23 killed including commanders"
5054,"Herat and Badghis: Invitation chain, 4 personnel surrendered"
5055,"Martyrdom attack on commando center in Ghazni, 98 killed and wounded including commander"
5056,"Herat: Mujahideen operation, 3 well-known dacoits arrested"
5058,"Kunduz and Kapisa attacks, 12 soldiers killed, 6 arrested, loot"
5059,"Farah, Kandahar and Helmand: Operation, check post destroyed, 20 killed including Commander Toofan"
5060,"Mujahideen operation, victory centers, 43 personnel killed, 12 arrested"
5061,"Kunduz and Paktika, occupation of check post, 11 killed including commander, booty"
5063,"Ghor and Badghis: Chowki Fateh, 6 killed including commander, 7 arrested"
5065,"Consideration: Invitation chain, 3 personnel surrendered"
5068,"Herat and Sarpal Vrozgan: Invitation chain, 13 personnel surrendered"
5069,"Helmand and Ghor: Attacks and explosions, tanks destroyed, seven personnel killed"
5070,"Bomber, houses destroyed, 6 martyred and injured including women and children"
5071,"Invitations and attacks, 9 personnel killed, 9 surrendered, tanks looted weapons"
5077,"Dozens of soldiers killed in Gardez suicide attack"
5080,"Zabul: Crime: Military brutality, seven martyrs and wounded including women and children"
5081,"Ghor Wafaryab: Invitation series, 3 fighters surrender"
5082,"Herat, Rozgan, Kandahar and Helmand: Attacks, 10 killed"
5086,"Herat: Invitation chain, military surrender"
5087,"Herat: Military brutality, 2 children martyred and injured"
5088,"Invitations and attacks, five officers surrendered, one killed"
5089,"Military terror, passenger martyred, 3 arrested, looted"
5090,"Zabul: Bomb blast, vehicle destroyed, spy killed"
5091,"Balkh, US bombing, 10 tribal leaders martyred, 12 wounded"
5093,"Rozgan, Helmand and Kandahar: Enemy Escape, Outpost Conquest, Killings"
5095,"Baghlan, Kunduz and Maidan, 4 officials including judge surrendered"
5096,"Faryab and Badghis: 53 soldiers, police, fighters and commandos remained"
5097,"Helmand: Enemy raid, one civilian arrested"
5098,"Helmand, Ghor and Herat: Armed operation, 4 officers including officer killed"
5099,"Balkh and Maidan military horror, 4 martyrs including a woman"
5100,"Laghman operation failed, 20 killed, 30 injured, 13 tanks destroyed"
5101,"Faryab: Invitation chain, a military surrender"
5102,"Invitation series: 9 officers including former provincial police chief surrender"
5103,"Zabul: Military brutality, 4 civilians martyred and wounded"
5104,"Kandahar and Surpul: Attacks and explosions, tanks destroyed, casualties"
5106,"Kandahar: Invitation chain, 2 officers surrendered"
5107,"Helmand: Mujahideen operation, tanks destroyed, casualties"
5108,"US drone, military terror, 12 civilians martyred and wounded"
5109,"45 personnel surrender in Balkh, Paktika, Maidan and Upper Van"
5110,"Rozgan and Kandahar: Attack and blast, commander killed"
5111,"Herat: Four prisoners were held in honor of Ramadan"
5112,"Invitations and attacks, 20 personnel surrendered, two tanks destroyed, 8 killed and injured"
5113,"Badghis Waghor: Invitation chain, four officials surrender"
5114,"Kandahar: Bomb blast kills policeman"
5115,"Ghor: Horror: Firing on protesters, five martyred, 17 injured"
5117,"Khost and Kunduz, 11 killed, including police chief, 2 tanks destroyed"
5118,"Herat and Badghis: Invitation chain, 12 surrendered with arms"
5119,"Helmand: Mujahideen operation, fighters arrested"
5121,"Rozgan: Laser gun attack, one soldier killed"
5123,"Rozgan and Badghis: Attack and blast killed 3 personnel including commander"
5124,"Maidan and Laghman, military terror, 2 people martyred"
5125,"Kidnapped child rescued, attacks repulsed, deaths, two officers surrendered"
5126,"Spiral: Invitation chain, 4 personnel surrendered"
5128,"Helmand and Faryab: Military brutality, 4 civilians martyred, 2 arrested"
